"","TAS_stat","CAD_stat","Link"
"GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS","7.73818351479219","11.5909166312847","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS"
"GOBP_MITOTIC_CELL_CYCLE_PROCESS","7.66113698322076","4.9542357703295","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MITOTIC_CELL_CYCLE_PROCESS"
"GOBP_HOMEOSTATIC_PROCESS","7.53620356941802","12.3256357012567","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_HOMEOSTATIC_PROCESS"
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS","7.48281946449013","6.64254040601723","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS"
"GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS","7.48281946449013","3.00506350025262","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS"
"GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION","7.40430476387223","12.4197596461428","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION"
"GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS","7.40430476387223","9.24947011712174","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS"
"GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION","7.40430476387223","14.6396114390168","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION"
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II","7.38639710944701","7.83445869302299","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II"
"GOBP_POSITIVE_REGULATION_OF_CELL_COMMUNICATION","7.35505046353034","13.1438668847636","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_CELL_COMMUNICATION"
"GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION","7.3071802375132","10.8089568200304","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION"
"GOBP_DEFENSE_RESPONSE","7.28698814969415","7.14267396603822","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DEFENSE_RESPONSE"
"GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY","7.17347754094296","11.999437492681","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS","7.17347754094296","13.8218394637323","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS"
"GOBP_RESPONSE_TO_GROWTH_FACTOR","7.0724640955443","9.07242803557176","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_GROWTH_FACTOR"
"GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","7.00379282590867","16.6604252172947","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS"
"GOBP_CELL_DIVISION","7.00379282590867","8.08945873236655","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_DIVISION"
"GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND","6.94301997395623","7.59921293874962","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND"
"GOBP_REGULATION_OF_BINDING","6.84893333969435","2.53179799255785","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_BINDING"
"GOBP_MESENCHYME_DEVELOPMENT","6.83649491261727","3.80408401525237","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MESENCHYME_DEVELOPMENT"
"GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS","6.83649491261727","11.2893330610596","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS"
"GOBP_RESPONSE_TO_ABIOTIC_STIMULUS","6.79880093829884","10.9667468786205","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_ABIOTIC_STIMULUS"
"GOBP_REGULATION_OF_CELLULAR_LOCALIZATION","6.78873014004635","12.3824348834556","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELLULAR_LOCALIZATION"
"GOBP_GLAND_DEVELOPMENT","6.71044341173723","3.40059670521399","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_GLAND_DEVELOPMENT"
"GOBP_REGULATION_OF_CELL_DEATH","6.71044341173723","13.2951267802002","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELL_DEATH"
"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION","6.66603789675913","8.73192823348157","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION"
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND","6.66603789675913","15.0731116346174","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND"
"GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION","6.57970530779623","13.2120075407164","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION"
"GOBP_ORGANELLE_ASSEMBLY","6.47250887312104","4.80426923527419","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ORGANELLE_ASSEMBLY"
"GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION","6.45295025165203","5.13223556196508","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION"
"GOBP_EMBRYONIC_MORPHOGENESIS","6.33874842107486","3.16009888231991","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EMBRYONIC_MORPHOGENESIS"
"GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS","6.32289256291496","2.35542051882808","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS"
"GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE","6.32191304412011","4.80559173074091","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE"
"GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION","6.31449758085699","8.78608064811471","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION"
"GOBP_INTRACELLULAR_TRANSPORT","6.17520929771044","6.70606585820769","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_INTRACELLULAR_TRANSPORT"
"GOBP_REGULATION_OF_CATABOLIC_PROCESS","6.16752171897199","7.74660024399753","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CATABOLIC_PROCESS"
"GOBP_HEMOPOIESIS","6.14829289730173","12.1843136945088","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_HEMOPOIESIS"
"GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION","6.12254273034669","8.81207119492167","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION"
"GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS","6.01608670636586","14.1670978460075","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS"
"GOBP_LOCOMOTION","6.01608670636586","9.89119719981024","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LOCOMOTION"
"GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM","6.01355682217632","3.10647396010338","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM"
"GOBP_NCRNA_METABOLIC_PROCESS","5.99736837338154","3.93330369115306","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NCRNA_METABOLIC_PROCESS"
"GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT","5.92798037709323","13.5719241007532","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT"
"GOBP_REGULATION_OF_CELL_CYCLE_PROCESS","5.89119381506106","6.12388235005194","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELL_CYCLE_PROCESS"
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION","5.8581748564679","15.0731116346174","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION"
"GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA","5.8463020679755","5.64116906553219","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA"
"GOBP_MESENCHYMAL_CELL_DIFFERENTIATION","5.83810945754858","3.08879870132735","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MESENCHYMAL_CELL_DIFFERENTIATION"
"GOBP_NEUROGENESIS","5.80319454665317","17.7032885571961","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEUROGENESIS"
"GOBP_NEGATIVE_REGULATION_OF_SIGNALING","5.79758778176562","12.8458253909756","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_SIGNALING"
"GOBP_EMBRYONIC_ORGAN_DEVELOPMENT","5.7711689329689","3.75734381906324","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EMBRYONIC_ORGAN_DEVELOPMENT"
"GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS","5.75137097344478","4.42531923847884","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS"
"GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN","5.73067004387774","5.53439029738449","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"
"GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","5.71816224624136","1.88967638185197","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION"
"GOBP_CARTILAGE_DEVELOPMENT","5.69079343331034","2.27329905548135","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CARTILAGE_DEVELOPMENT"
"GOBP_BLOOD_VESSEL_MORPHOGENESIS","5.67749040148886","6.34993198824469","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_BLOOD_VESSEL_MORPHOGENESIS"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS","5.67005644031514","12.3828692416618","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS"
"GOBP_RESPONSE_TO_HORMONE","5.64831581810264","12.4052421833765","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_HORMONE"
"GOBP_DNA_REPAIR","5.64773661845252","1.92463410935148","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DNA_REPAIR"
"GOBP_TAXIS","5.64773661845252","5.00036366045677","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_TAXIS"
"GOBP_RESPONSE_TO_NITROGEN_COMPOUND","5.63654136271363","13.695308802942","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_NITROGEN_COMPOUND"
"GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION","5.63253217760203","13.7286733397221","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION"
"GOBP_VASCULATURE_DEVELOPMENT","5.6104781912699","8.70565797921216","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VASCULATURE_DEVELOPMENT"
"GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM","5.51954223622185","4.6180085623743","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM"
"GOBP_CHROMOSOME_ORGANIZATION","5.51954223622185","4.28325249198156","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CHROMOSOME_ORGANIZATION"
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT","5.51954223622185","4.80426923527419","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT"
"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE","5.51849492296339","4.41354557939809","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE"
"GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION","5.50371532082539","12.1572143484763","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION"
"GOBP_CELLULAR_HOMEOSTASIS","5.42423194155164","2.46922644310355","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELLULAR_HOMEOSTASIS"
"GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION","5.37963642702433","10.95798904385","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION"
"GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS","5.35528977601387","13.3923401725597","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS"
"GOBP_SMALL_MOLECULE_METABOLIC_PROCESS","5.34480057105283","7.07598664715726","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SMALL_MOLECULE_METABOLIC_PROCESS"
"GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS","5.34068301894463","6.74247509290907","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS"
"GOBP_REGULATION_OF_CELL_CYCLE","5.29275250982753","8.84066526947325","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELL_CYCLE"
"GOBP_PEPTIDYL_LYSINE_MODIFICATION","5.28523379610338","3.84893352741196","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PEPTIDYL_LYSINE_MODIFICATION"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS","5.28508294513989","4.40381472562022","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS"
"GOBP_RESPONSE_TO_BACTERIUM","5.2684635353656","3.2390629405781","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_BACTERIUM"
"GOBP_CHROMATIN_ORGANIZATION","5.25879067471451","9.25210403251958","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CHROMATIN_ORGANIZATION"
"GOBP_REGULATION_OF_PHOSPHORYLATION","5.23005648319195","11.1981197556223","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_PHOSPHORYLATION"
"GOBP_RESPONSE_TO_LIPID","5.22373345586535","10.3524684256216","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_RESPONSE_TO_LIPID"
"GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS","5.21516241972173","6.78457412040804","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS"
"GOBP_REGULATION_OF_HYDROLASE_ACTIVITY","5.15809658425503","8.76668428096987","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_HYDROLASE_ACTIVITY"
"GOBP_INFLAMMATORY_RESPONSE","5.1495287182789","5.65650623149424","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_INFLAMMATORY_RESPONSE"
"GOBP_CELL_SUBSTRATE_ADHESION","5.11674385132254","8.63989514314362","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_SUBSTRATE_ADHESION"
"GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION","5.07613105537339","3.9056445410443","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION"
"GOBP_MACROMOLECULE_CATABOLIC_PROCESS","5.06003284049441","7.7796029847004","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MACROMOLECULE_CATABOLIC_PROCESS"
"GOBP_LIPID_METABOLIC_PROCESS","4.99184837707231","9.78505007252349","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_LIPID_METABOLIC_PROCESS"
"GOBP_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION","4.98555244895369","7.12778115675275","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION"
"GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH","4.92300116301807","6.30551756840382","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_CELL_DEATH"
"GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY","4.87981759159783","2.92463268865767","http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"
